coeff,seed,alpha_norm,effect,repetition,ppl
-60.0,0,-0.1702127862483897,2.6846218814968816,0.5641533244706471,10.469239841829415
-60.0,1,-0.1702127862483897,1.8615854822002942,0.52749791216086,5.373101825723497
-60.0,2,-0.1702127862483897,2.5514077898365826,0.42471285892634203,12.861277064480657
-40.0,0,-0.1134751908322598,3.1104731045858043,0.40976406207015187,9.162952785155234
-40.0,1,-0.1134751908322598,2.55360089305172,0.37591695616300347,8.609940794678518
-40.0,2,-0.1134751908322598,2.792365513894033,0.43257898013850715,6.613986161040836
-25.0,0,-0.07092199427016238,2.90277361618825,0.21948009182598222,4.669085999949941
-25.0,1,-0.07092199427016238,3.1458861014905857,0.14649439394973252,6.062537585326134
-25.0,2,-0.07092199427016238,3.1065615615615614,0.03401909047770518,5.297162382476471
-15.0,0,-0.042553196562097426,3.3613051829460288,0.11581870510441941,3.6848075228376187
-15.0,1,-0.042553196562097426,3.408325835957415,0.0735397023068256,3.4136412443737623
-15.0,2,-0.042553196562097426,3.654937358833948,0.056742640075973405,3.3027169752737517
-8.0,0,-0.02269503816645196,4.4483208955223885,0.07209984108718287,3.287707680868816
-8.0,1,-0.02269503816645196,4.456902214714715,0.042345821929718,3.0456723690939462
-8.0,2,-0.02269503816645196,4.556306446486502,0.0708413500080167,2.7035202961846134
0.0,0,0.0,4.561496400885936,0.07519758856722497,2.8409855643741015
0.0,1,0.0,4.401662808641976,0.07497861785836471,2.691504971268208
0.0,2,0.0,4.498309853905783,0.058948883044583955,2.3784403590201406
8.0,0,0.02269503816645196,4.802343633794437,0.07797256097560978,2.8559825929006006
8.0,1,0.02269503816645196,4.696647324091054,0.05910820529722968,2.811572801073514
8.0,2,0.02269503816645196,4.928962418300653,0.03357645875251508,2.7930107168214633
15.0,0,0.042553196562097426,4.797208063021316,0.03856509344314224,2.8690981518326644
15.0,1,0.042553196562097426,4.8567942942942945,0.07170105774232705,2.7311085522073917
15.0,2,0.042553196562097426,4.864264139545421,0.05510141093474427,3.180981835622299
25.0,0,0.07092199427016238,4.9181883034530465,0.09336697504906083,3.711235085836259
25.0,1,0.07092199427016238,4.893668467396918,0.0500205952013181,3.6085823038658553
25.0,2,0.07092199427016238,4.873504784688995,0.053908045977011515,3.5318791747392715
40.0,0,0.1134751908322598,5.161520712433633,0.07343260188087772,6.709658918676788
40.0,1,0.1134751908322598,4.896153932526688,0.11744724573671941,8.307550354523373
40.0,2,0.1134751908322598,5.129872028556239,0.11037050634660822,6.181619793201595
60.0,0,0.1702127862483897,5.013444732545857,0.27089646464646466,10.782079761179414
60.0,1,0.1702127862483897,4.981890208472487,0.478566626768021,7.230429700910399
60.0,2,0.1702127862483897,4.993524567537725,0.2562483293237102,27.368930236830277
90.0,0,0.2553191793725846,5.664396837355891,0.6549096558796048,9.104068484510622
90.0,1,0.2553191793725846,5.657368123449585,0.6714850802360268,10.06683799602726
90.0,2,0.2553191793725846,6.58705000518726,0.6587683440529033,9.079929920058381
130.0,0,0.36879437020484435,4.846618357487923,0.4107562695924765,5.5456112152202595
130.0,1,0.36879437020484435,7.591228070175438,0.4608134920634921,5.817446336117334
130.0,2,0.36879437020484435,1.675,0.05555555555555555,7.055721548102023
