coeff,seed,alpha_norm,formality,repetition,ppl
-60.0,0,-0.1279317697228145,3.4397419836762126,0.8034817203182693,2.4782586665392037
-60.0,1,-0.1279317697228145,4.142015222680725,0.596364709851552,4.579220895068957
-60.0,2,-0.1279317697228145,3.473748095431957,0.6141103571884504,4.869985024049976
-40.0,0,-0.08528784648187633,4.043841911764706,0.34650793650793654,4.878995423111666
-40.0,1,-0.08528784648187633,3.7175274725274727,0.18154338549075388,17.50233567449291
-40.0,2,-0.08528784648187633,3.373035704370037,0.27749075507395937,6.065227120954895
-25.0,0,-0.053304904051172705,4.027286399237619,0.23214913205425539,9.790524066638353
-25.0,1,-0.053304904051172705,3.9879944047848737,0.04563492063492064,12.234226276894699
-25.0,2,-0.053304904051172705,4.103070881031408,0.053531332925086744,2.7045579346479522
-15.0,0,-0.031982942430703626,4.20141965736228,0.11700913242009131,3.3232049221695625
-15.0,1,-0.031982942430703626,4.307320495200343,0.05618212197159567,6.510945340852514
-15.0,2,-0.031982942430703626,4.460872653475393,0.06745955861521899,2.6553258450401263
-8.0,0,-0.017057569296375266,4.402758487654321,0.19012781986448846,3.922357142651644
-8.0,1,-0.017057569296375266,4.425594013829308,0.13781860778428284,2.606867701371297
-8.0,2,-0.017057569296375266,4.50925094409137,0.1042642426223662,8.226736885262616
0.0,0,0.0,4.34996038483305,0.24364864864864863,7.908656973969515
0.0,1,0.0,4.193223443223443,0.05006058130828395,3.830656112794972
0.0,2,0.0,4.419596362445331,0.0464254577157803,2.488908613374993
8.0,0,0.017057569296375266,4.264950421200421,0.05253746360873576,3.453185710237261
8.0,1,0.017057569296375266,4.441370310368589,0.04468094983233753,3.7124706543431065
8.0,2,0.017057569296375266,4.73840626852822,0.07105258311398663,2.4326801462588836
15.0,0,0.031982942430703626,4.274317226890757,0.05545454545454545,4.257256187474962
15.0,1,0.031982942430703626,4.360429629321911,0.07733028829165886,3.0782409452113817
15.0,2,0.031982942430703626,4.641893772207418,0.16575235625797424,3.4214249032711184
25.0,0,0.053304904051172705,4.343007369244816,0.2343139553055165,3.592941118242158
25.0,1,0.053304904051172705,4.348240945440651,0.02396044624746449,6.477599486832346
25.0,2,0.053304904051172705,4.615018438962101,0.12845523483365948,3.0834730616782506
40.0,0,0.08528784648187633,4.558576480990274,0.3601617680565049,10.78070152281866
40.0,1,0.08528784648187633,4.222193121683576,0.22308864915572235,9.942441744147995
40.0,2,0.08528784648187633,4.423943624304664,0.31595896680284874,6.209992841450573
60.0,0,0.1279317697228145,4.509374616611459,0.5434199134199134,9.418941773376465
60.0,1,0.1279317697228145,5.137058846264273,0.7955532212885155,2.4636497752990225
60.0,2,0.1279317697228145,4.192164152125711,0.5355896126011068,10.14999453177617
90.0,0,0.19189765458422176,5.049824929971988,0.8601199952751117,2.6740956633303083
90.0,1,0.19189765458422176,3.970272460416999,0.8208409140581748,3.3915684326152515
90.0,2,0.19189765458422176,4.151985018726592,0.8774288169066651,2.4938442581357956
130.0,0,0.2771855010660981,3.8327407886231413,0.6842065318647597,6.394075574438057
130.0,1,0.2771855010660981,3.906293842787011,0.6077986382388376,7.2869097826768146
130.0,2,0.2771855010660981,3.642994591221136,0.595244828700711,8.90691692590474
