layer,layer_pos,seed,dir_norm,resid_norm,coeff,alpha_norm,formality,repetition,ppl
1,1,0,1.0000001192092896,20.9375,0.921249890178455,0.044,4.446252171622238,0.051273397457608005,2.515257959776952
1,1,1,1.0000001192092896,20.9375,0.921249890178455,0.044,4.495841511634522,0.05243107302533534,2.5640092433242367
1,1,2,1.0000001192092896,20.9375,0.921249890178455,0.044,4.642861095674725,0.03738566698518686,2.6898446089699304
2,2,0,1.000000238418579,27.625,1.2154997102022862,0.044,4.479436572199731,0.052137299637299656,2.404546819157382
2,2,1,1.000000238418579,27.625,1.2154997102022862,0.044,4.709996793330126,0.03168010752688172,2.7254913633672495
2,2,2,1.000000238418579,27.625,1.2154997102022862,0.044,4.642861095674725,0.03738566698518686,2.6898446089699304
3,3,0,1.0000001192092896,307.0,13.507998389721108,0.044,4.58566285365821,0.05971916732128829,2.7191856964838506
3,3,1,1.0000001192092896,307.0,13.507998389721108,0.044,4.837148610882789,0.09897025171624715,2.4362697944645566
3,3,2,1.0000001192092896,307.0,13.507998389721108,0.044,4.877083494683735,0.030445933174806428,2.665518844885203
4,4,0,0.9999999403953552,382.5,16.83000100314623,0.044,4.692942606660412,0.0469381710477601,2.6634826494068276
4,4,1,0.9999999403953552,382.5,16.83000100314623,0.044,4.88765582212392,0.046760791950665376,2.92507808658534
4,4,2,0.9999999403953552,382.5,16.83000100314623,0.044,4.550472328379799,0.04306967152747093,2.3790979876322145
5,5,0,1.000000238418579,393.0,17.29199587726691,0.044,5.101580343597352,0.015713716108452958,2.646479918044631
5,5,1,1.000000238418579,393.0,17.29199587726691,0.044,4.866110124024527,0.05089776608763952,2.810326161564276
5,5,2,1.000000238418579,393.0,17.29199587726691,0.044,4.82953653974779,0.01872157244964265,2.5799879206106913
6,6,0,0.9999997019767761,403.0,17.73200528454938,0.044,4.955093429776974,0.023467927000535682,2.714500181803481
6,6,1,0.9999997019767761,403.0,17.73200528454938,0.044,4.810129112373694,0.05477837887701223,2.650171714686887
6,6,2,0.9999997019767761,403.0,17.73200528454938,0.044,4.705879101504825,0.03716553671571668,2.67799361756745
7,7,0,1.0000001192092896,412.0,18.127997838974256,0.044,4.706555145767474,0.04780072984978451,2.710533095613795
7,7,1,1.0000001192092896,412.0,18.127997838974256,0.044,4.704602593760376,0.08322517333647472,2.688686618718953
7,7,2,1.0000001192092896,412.0,18.127997838974256,0.044,4.919692803659272,0.04027464338939751,2.6508757797950206
8,8,0,1.0,421.5,18.546,0.044,4.805738304093567,0.05053041654180401,2.816601813174302
8,8,1,1.0,421.5,18.546,0.044,4.553264170040486,0.04767994539587986,2.4695914024819245
8,8,2,1.0,421.5,18.546,0.044,4.829635150297463,0.05011244030231374,2.5191717173060564
9,9,0,1.000000238418579,429.5,18.897995494366764,0.044,4.510178085713393,0.07234931009440812,2.95235689395724
9,9,1,1.000000238418579,429.5,18.897995494366764,0.044,4.556650496043703,0.03693934175277461,2.8022622795254826
9,9,2,1.000000238418579,429.5,18.897995494366764,0.044,4.464157558925586,0.03231331360645673,2.786882869550809
10,10,0,1.000000238418579,434.0,19.0959954471599,0.044,4.774946581196581,0.03466252057801353,2.9175273951642495
10,10,1,1.000000238418579,434.0,19.0959954471599,0.044,4.503738175404843,0.06280672119487907,2.6870684418071153
10,10,2,1.000000238418579,434.0,19.0959954471599,0.044,4.581897437805642,0.023882113821138223,2.449559961480218
11,11,0,1.0,444.0,19.535999999999998,0.044,4.719930891035964,0.03417823115161556,2.8880015912091936
11,11,1,1.0,444.0,19.535999999999998,0.044,4.4738345488345495,0.05292658193008101,2.496821525235725
11,11,2,1.0,444.0,19.535999999999998,0.044,4.770781176654671,0.023210070810385536,2.4392369604093487
12,12,0,1.0000003576278687,450.0,19.79999291897073,0.04399999999999999,4.541011619958988,0.031256344401638825,2.7208291354026106
12,12,1,1.0000003576278687,450.0,19.79999291897073,0.04399999999999999,4.377304292929293,0.06603696127464317,2.604911387184815
12,12,2,1.0000003576278687,450.0,19.79999291897073,0.04399999999999999,4.730686053077358,0.049484267391167014,2.379910674738215
13,13,0,0.9999999403953552,454.0,19.976001190662455,0.044,5.0494146945983935,0.03187001432615466,3.2628040640443743
13,13,1,0.9999999403953552,454.0,19.976001190662455,0.044,4.875712929691476,0.03835805317512636,3.7325396669537594
13,13,2,0.9999999403953552,454.0,19.976001190662455,0.044,5.079598749609715,0.047856012658227864,3.2210245077714608
14,14,0,1.0,457.5,20.13,0.044,5.031445135746607,0.044632367086551855,3.4720574762029823
14,14,1,1.0,457.5,20.13,0.044,4.811143717393717,0.049073574727897,3.0411514006984888
14,14,2,1.0,457.5,20.13,0.044,4.923605132465893,0.05782100071855881,2.8687157696040053
15,15,0,0.9999999403953552,462.5,20.35000121295459,0.044,4.964523185744039,0.04679188144941568,3.3478784113177324
15,15,1,0.9999999403953552,462.5,20.35000121295459,0.044,4.8792541984997015,0.0494770580296896,3.2197042230579394
15,15,2,0.9999999403953552,462.5,20.35000121295459,0.044,5.016023709061685,0.03281039136302294,3.176148326432913
16,16,0,1.0,461.5,20.305999999999997,0.044,5.011402039163434,0.033834827939305534,3.026249172442231
16,16,1,1.0,461.5,20.305999999999997,0.044,4.917751084417752,0.043621575342465746,2.9844593300523443
16,16,2,1.0,461.5,20.305999999999997,0.044,5.1076284358636315,0.045980023063356384,3.020096493340586
17,17,0,1.0,464.5,20.438,0.044,5.049683277027027,0.0462753557064918,3.1656686245934775
17,17,1,1.0,464.5,20.438,0.044,5.2176645749680395,0.03963294696171407,3.334843638971342
17,17,2,1.0,464.5,20.438,0.044,4.9936518835856365,0.022331320113578162,3.6812143934178256
18,18,0,1.0000001192092896,471.5,20.745997526884373,0.044,4.051664890436952,0.05869183987718596,2.8680293741972562
18,18,1,1.0000001192092896,471.5,20.745997526884373,0.044,3.9164718722191414,0.04939608636977058,2.9231354888229926
18,18,2,1.0000001192092896,471.5,20.745997526884373,0.044,4.164735921972764,0.05755396897187942,2.9662312338590517
19,19,0,1.000000238418579,480.0,21.119994964600806,0.044,4.838780307352937,0.04445773524720892,2.9197707820891794
19,19,1,1.000000238418579,480.0,21.119994964600806,0.044,4.723964984181766,0.059133025430493785,2.559163147876179
19,19,2,1.000000238418579,480.0,21.119994964600806,0.044,4.732498914219804,0.060536176929589236,2.686295327346842
20,20,0,1.0,494.0,21.735999999999997,0.044,4.992774261603376,0.04049788047404573,2.7987904622339923
20,20,1,1.0,494.0,21.735999999999997,0.044,4.772116536320722,0.048838712306913,2.993908517961582
20,20,2,1.0,494.0,21.735999999999997,0.044,5.0432892628205135,0.025613275613275616,2.669836622004392
21,21,0,1.0000003576278687,515.0,22.659991896155393,0.044,4.831312755041568,0.043564258166969155,2.8954103443793597
21,21,1,1.0000003576278687,515.0,22.659991896155393,0.044,5.06593272703252,0.03359332708128429,2.795954096524677
21,21,2,1.0000003576278687,515.0,22.659991896155393,0.044,5.032192809619789,0.02806518763106486,2.9441129224469225
22,22,0,1.0000001192092896,542.0,23.8479971570972,0.044,4.737909773998137,0.027062016697921548,2.6342795005045634
22,22,1,1.0000001192092896,542.0,23.8479971570972,0.044,4.8662895867881515,0.03539603489524937,2.5330795572212192
22,22,2,1.0000001192092896,542.0,23.8479971570972,0.044,4.957430812947862,0.04580147551978539,2.702807555328845
23,23,0,1.0,580.0,25.52,0.044,4.476162879282574,0.04802356113831524,2.5254982062277853
23,23,1,1.0,580.0,25.52,0.044,4.744749025341131,0.03977615676178217,2.723788285705929
23,23,2,1.0,580.0,25.52,0.044,4.9098665223665225,0.0401031624989209,2.6180465764141925
24,24,0,1.0000001192092896,623.0,27.411996732235345,0.044,4.497286184210526,0.04093228852722525,2.5349330684457456
24,24,1,1.0000001192092896,623.0,27.411996732235345,0.044,4.725650324598492,0.049524379129642304,2.644826389871575
24,24,2,1.0000001192092896,623.0,27.411996732235345,0.044,4.838631211857018,0.03423680258379391,2.701212379426657
25,25,0,1.000000238418579,663.0,29.171993044854865,0.044,4.447953712953713,0.05382587496074337,2.5577065486793704
25,25,1,1.000000238418579,663.0,29.171993044854865,0.044,4.715221667374129,0.049524379129642304,2.6654362214490743
25,25,2,1.000000238418579,663.0,29.171993044854865,0.044,4.812390510151702,0.021480877879182958,2.668184767224742
26,26,0,1.0000001192092896,493.5,21.713997411489792,0.044,4.43515546953047,0.027174591938707526,2.5411086563533978
26,26,1,1.0000001192092896,493.5,21.713997411489792,0.044,4.76006540155247,0.047544249460170745,2.6761599707726873
26,26,2,1.0000001192092896,493.5,21.713997411489792,0.044,4.812390510151702,0.021480877879182958,2.665355455509261
27,27,0,1.0000007152557373,278.0,12.231991250998078,0.044,4.498874174071543,0.016286439670850056,2.9674679588607606
27,27,1,1.0000007152557373,278.0,12.231991250998078,0.044,4.746589395850855,0.04392680512265093,2.6394376536374966
27,27,2,1.0000007152557373,278.0,12.231991250998078,0.044,4.76258512164875,0.021812715619430684,2.6434759495094524
