coeff,seed,alpha_norm,effect,repetition,ppl
-5.73750034198167,0,-0.2,0.3968253968253968,0.03048728451954258,3.8165173966560775
-5.73750034198167,1,-0.2,0.0,0.03621976534061702,3.532092327789959
-5.73750034198167,2,-0.2,0.4098360655737705,0.027981837896448897,3.1408027257309308
-3.758062723997994,0,-0.131,0.0,0.008064516129032251,4.162838684868714
-3.758062723997994,1,-0.131,0.0,0.04568741674004831,4.300402613041304
-3.758062723997994,2,-0.131,0.0,0.027652584310850437,3.4018551756692417
-2.4958126487620262,0,-0.087,0.0,0.034923694995685955,3.7668161115532546
-2.4958126487620262,1,-0.087,0.0,0.051436879809192704,3.572846241270512
-2.4958126487620262,2,-0.087,0.6097560975609756,0.03592083984110783,3.227098394636786
-1.5778125940449592,0,-0.055,0.38461538461538464,0.025683064734561223,3.4481730590629267
-1.5778125940449592,1,-0.055,0.0,0.03379120879120878,3.000985689592252
-1.5778125940449592,2,-0.055,0.6097560975609756,0.03970788043478263,3.3857033080749135
-0.9466875564269756,0,-0.033,0.390625,0.043743113255308386,3.690205407995972
-0.9466875564269756,1,-0.033,0.928740290442418,0.05803359508654041,3.1750740276015352
-0.9466875564269756,2,-0.033,0.5813953488372093,0.07422360248447205,3.547141841135305
0.0,0,0.0,1.0663006756756757,0.024372525516690308,3.3250357857717994
0.0,1,0.0,0.8995619524405507,0.036018471308055994,2.71215521074724
0.0,2,0.0,0.0,0.022112753147235903,3.093659423620682
0.9466875564269756,0,0.033,0.0,0.035369395129518366,3.1058248900318093
0.9466875564269756,1,0.033,0.0,0.019381313131313138,3.0512441855094763
0.9466875564269756,2,0.033,0.373134328358209,0.019069069069069078,2.938277871199591
1.2622500752359673,0,0.044,0.0,0.034656255532442254,3.208426593012723
1.2622500752359673,1,0.044,0.819672131147541,0.04021464646464648,3.25474546130566
1.2622500752359673,2,0.044,0.819672131147541,0.019910015649452273,2.9298129291952675
1.5778125940449592,0,0.055,0.3787878787878788,0.03086837674456347,3.2218675022948737
1.5778125940449592,1,0.055,0.819672131147541,0.02122823984526112,3.5638542841394285
1.5778125940449592,2,0.055,0.819672131147541,0.025277777777777788,2.9823843551804288
2.4958126487620262,0,0.087,1.492537313432836,0.023808453686502473,3.1500567118179346
2.4958126487620262,1,0.087,1.3038548752834467,0.030887080365748942,3.4316823391953086
2.4958126487620262,2,0.087,1.1213434452871072,0.022495039682539658,3.134376704481262
3.758062723997994,0,0.131,0.7476739034116083,0.045335054868169106,2.862729435268875
3.758062723997994,1,0.131,1.2295081967213115,0.05957966764418379,3.9604292698289454
3.758062723997994,2,0.131,0.0,0.04398091509664792,3.3219226117827567
5.651437836851945,0,0.197,0.7575757575757576,0.058216334541062814,3.7180424485922785
5.651437836851945,1,0.197,0.45454545454545453,0.04691438534535497,3.5568194908901645
5.651437836851945,2,0.197,0.352112676056338,0.04761581262939957,3.4646694305078727
8.14725048561397,0,0.284,0.9027325959661678,0.06298153600785181,4.078878107719674
8.14725048561397,1,0.284,1.4657444005270093,0.06990788865788866,3.8622474127805693
8.14725048561397,2,0.284,0.352112676056338,0.08282821931589537,3.83585568479513
