layer,layer_pos,seed,dir_norm,resid_norm,coeff,alpha_norm,effect,repetition,ppl
1,1,0,1.0000001192092896,18.359375,3.6167964438442657,0.197,2.123319454585224,0.10977791701475911,107.4120412838582
1,1,1,1.0000001192092896,18.359375,3.6167964438442657,0.197,2.101930932629462,0.05702696552508818,229.95590226683228
1,1,2,1.0000001192092896,18.359375,3.6167964438442657,0.197,2.0914270687237027,0.052777777777777785,126.8498151251079
2,2,0,1.0,18.609375,3.666046875,0.197,13.578120155038759,0.24404761904761904,10.609770007136435
2,2,1,1.0,18.609375,3.666046875,0.197,18.91687091503268,0.4338732394366197,6.235757841600444
2,2,2,1.0,18.609375,3.666046875,0.197,14.280481418918919,0.45687241791693844,8.674544174423932
3,3,0,1.0000003576278687,18.8125,3.7060611746092413,0.197,3.0280197242968376,0.40281385281385285,31.868248015662935
3,3,1,1.0000003576278687,18.8125,3.7060611746092413,0.197,3.7871794871794875,0.14952153110047847,21.471229034812538
3,3,2,1.0000003576278687,18.8125,3.7060611746092413,0.197,3.5214285714285714,0.40873411978221413,10.006779733946837
4,4,0,0.9999998807907104,19.0625,3.755312947668189,0.197,3.1527560448349528,0.05665626177154251,14.395242764890043
4,4,1,0.9999998807907104,19.0625,3.755312947668189,0.197,3.1084653253424657,0.043650793650793634,14.506275833547198
4,4,2,0.9999998807907104,19.0625,3.755312947668189,0.197,2.931066082234155,0.08455388203668562,13.192562390991462
5,5,0,1.0000001192092896,19.3125,3.8045620464608616,0.197,2.611806592039801,0.5653351524362162,3.5132973674317434
5,5,1,1.0000001192092896,19.3125,3.8045620464608616,0.197,2.2421220009421097,0.22848679098679098,13.853016800191465
5,5,2,1.0000001192092896,19.3125,3.8045620464608616,0.197,2.0408660821622515,0.310052677787533,12.030344728159749
6,6,0,1.0000001192092896,19.65625,3.8722807883881587,0.197,3.4787970210915415,0.084942828651906,8.20042863438568
6,6,1,1.0000001192092896,19.65625,3.8722807883881587,0.197,3.3205754114468196,0.033483600921373785,9.212081597960903
6,6,2,1.0000001192092896,19.65625,3.8722807883881587,0.197,3.5401809954751133,0.048610641891891876,8.026601159040919
7,7,0,1.0,19.96875,3.9338437500000003,0.197,2.2237194369907627,0.3084278959810875,4.526246639803832
7,7,1,1.0,19.96875,3.9338437500000003,0.197,2.1798273004668354,0.455694855775436,4.351901147485178
7,7,2,1.0,19.96875,3.9338437500000003,0.197,2.5860201522080404,0.6462622549019608,2.6612489764037193
8,8,0,1.0,20.25,3.98925,0.197,2.6595492442259925,0.1481993006993007,6.420727295459712
8,8,1,1.0,20.25,3.98925,0.197,2.5749640238650446,0.09448864814430852,6.140947092205455
8,8,2,1.0,20.25,3.98925,0.197,2.858551040154814,0.06106612685560053,7.857095238420566
9,9,0,0.9999998807907104,20.65625,4.069281735096185,0.197,4.5758138892430615,0.08726995266553356,9.467336967663648
9,9,1,0.9999998807907104,20.65625,4.069281735096185,0.197,4.336139647246458,0.10870192713096838,12.106578780391112
9,9,2,0.9999998807907104,20.65625,4.069281735096185,0.197,4.354221902907821,0.1146584127722235,9.610567102190988
10,10,0,1.0,20.96875,4.13084375,0.197,2.821210602446328,0.3723863636363637,4.116782347207622
10,10,1,1.0,20.96875,4.13084375,0.197,2.757485284048668,0.5263775421180709,3.537944040333488
10,10,2,1.0,20.96875,4.13084375,0.197,3.038516840450182,0.47458791208791207,3.724935408289595
11,11,0,1.000000238418579,21.34375,4.2047177475171695,0.19700000000000004,4.126045998059553,0.2030773953416983,6.47174872780463
11,11,1,1.000000238418579,21.34375,4.2047177475171695,0.19700000000000004,4.1605731816667095,0.08039671771015056,7.461712627519068
11,11,2,1.000000238418579,21.34375,4.2047177475171695,0.19700000000000004,4.213027529538723,0.23473550348897035,7.46144000062018
12,12,0,1.0,21.53125,4.24165625,0.197,3.083170903407476,0.20806506682274897,7.093098366597549
12,12,1,1.0,21.53125,4.24165625,0.197,3.4330987239139836,0.06216790871963285,6.726327876216548
12,12,2,1.0,21.53125,4.24165625,0.197,3.8425251659884343,0.08553960659223817,8.15846793169734
13,13,0,0.9999998807907104,21.9375,4.321688015185359,0.197,3.8940238296275442,0.21590855247571664,7.820091900853543
