coeff,seed,alpha_norm,formality,repetition,ppl
-92.90000553727184,0,-0.2,2.685806320520176,0.28952835073359917,12.609005103366943
-92.90000553727184,1,-0.2,2.7036408986505887,0.4077994127274478,9.957537999719294
-92.90000553727184,2,-0.2,2.9439273689273686,0.1954538547890519,35.66718796010271
-60.84950362691305,0,-0.131,3.0714705083591105,0.1059149752797294,10.61271529342212
-60.84950362691305,1,-0.131,3.1805900621118015,0.13715177515606525,9.003603449772656
-60.84950362691305,2,-0.131,3.146629013924411,0.06620869004878949,8.731182298417652
-40.41150240871324,0,-0.087,3.3953058868486794,0.059607947656674626,5.920089443899059
-40.41150240871324,1,-0.087,3.3025746298410192,0.06428214702809024,5.196855733638041
-40.41150240871324,2,-0.087,3.4752654623541965,0.016258282938754504,11.998380492429739
-25.54750152274975,0,-0.055,3.6176258213100323,0.04887632197414804,3.315140786793399
-25.54750152274975,1,-0.055,3.7275943704899634,0.04253589770464314,3.2774576935783655
-25.54750152274975,2,-0.055,3.6339504793452164,0.029870250231695983,3.7749862982246403
-15.328500913649853,0,-0.033,4.532128050330957,0.0635740103332908,2.578998822384204
-15.328500913649853,1,-0.033,4.443780770004284,0.04543920099220905,2.567869435940905
-15.328500913649853,2,-0.033,4.420755874042067,0.028378378378378366,2.6185938140366303
0.0,0,0.0,4.463790119110485,0.05214222052457346,2.3666880061450297
0.0,1,0.0,4.6413949059071005,0.02634019300685969,2.763788798043627
0.0,2,0.0,4.664546861061552,0.037097164196684074,2.7514057635727127
15.328500913649853,0,0.033,4.9078558538235955,0.035722360229519384,2.741721525871788
15.328500913649853,1,0.033,4.875173428634027,0.04021637276231915,2.745858946565079
15.328500913649853,2,0.033,5.1781690824074404,0.04683342972816659,2.899939066915775
20.4380012181998,0,0.044,5.118326348658531,0.022246376811594193,3.133211441986046
20.4380012181998,1,0.044,5.137034722400577,0.032625132242159766,3.043984885546357
20.4380012181998,2,0.044,4.956410920414085,0.030292481089558093,3.2914093254998598
25.54750152274975,0,0.055,5.134542124542125,0.03185582533408621,3.3538368353495525
25.54750152274975,1,0.055,4.884398268801191,0.039877898724488575,3.3523054184516523
25.54750152274975,2,0.055,4.906112887619736,0.033401864035087714,3.5573075600688977
40.41150240871324,0,0.087,4.940100923708519,0.016198891198891174,5.66013972824373
40.41150240871324,1,0.087,5.182073675269878,0.041090881452327255,5.842735604217252
40.41150240871324,2,0.087,5.027391502639562,0.0315029947221728,5.773290974665814
60.84950362691305,0,0.131,4.674472884838738,0.05676294497432713,9.722140425204367
60.84950362691305,1,0.131,5.014525316455696,0.030349689247994305,9.87238537338169
60.84950362691305,2,0.131,4.915783417441526,0.09629118325152464,11.996275143677668
91.50650545421276,0,0.197,4.051507358089636,0.10985342725660502,22.194441439249026
91.50650545421276,1,0.197,3.801323759657093,0.2509890366482832,15.145235292573611
91.50650545421276,2,0.197,4.353647674533425,0.1851666168332835,14.409572850938673
131.91800786292598,0,0.284,4.213933566433567,0.5755190965274999,5.992439080378208
131.91800786292598,1,0.284,4.063125693673697,0.5011849020544672,7.948574986187694
131.91800786292598,2,0.284,3.5675660546350203,0.431382652435284,10.207009491575441
