coeff,seed,alpha_norm,effect,repetition,ppl
-5.73750034198167,0,-0.2,53.25,0.07481647662948027,4.161565281361011
-5.73750034198167,1,-0.2,57.25,0.04964521119182139,3.299560971932259
-5.73750034198167,2,-0.2,56.0,0.05906981436642453,3.9695916183693627
-3.758062723997994,0,-0.131,59.5,0.034493012191495726,3.9529351981839067
-3.758062723997994,1,-0.131,62.0,0.0331989247311828,2.9456137612110735
-3.758062723997994,2,-0.131,50.75,0.04148782252230526,3.4660020553921354
-2.4958126487620262,0,-0.087,59.0,0.04543269230769231,3.6232901620688462
-2.4958126487620262,1,-0.087,66.25,0.05452443074003796,3.1385759483664746
-2.4958126487620262,2,-0.087,52.0,0.06168582375478929,3.664033710553655
-1.5778125940449592,0,-0.055,54.25,0.016919191919191917,3.98861783128817
-1.5778125940449592,1,-0.055,54.0,0.038313436163745135,3.1071200459009503
-1.5778125940449592,2,-0.055,51.25,0.05246538331644715,3.692813929690942
-0.9466875564269756,0,-0.033,59.75,0.014185110663983896,3.172281368784571
-0.9466875564269756,1,-0.033,62.25,0.017194445311930706,3.0025309151044315
-0.9466875564269756,2,-0.033,52.0,0.04596688034188032,4.094931165952739
0.0,0,0.0,61.75,0.024372525516690308,3.3250357857717994
0.0,1,0.0,60.0,0.036018471308055994,2.71215521074724
0.0,2,0.0,58.75,0.022112753147235903,3.093659423620682
0.9466875564269756,0,0.033,62.75,0.027791012356229744,3.5943960712173677
0.9466875564269756,1,0.033,61.0,0.038490708724218586,2.733804082160245
0.9466875564269756,2,0.033,60.75,0.026669758812615935,3.124108749295049
1.2622500752359673,0,0.044,59.0,0.026402591174285867,3.1038310855783746
1.2622500752359673,1,0.044,69.25,0.0330594163114831,2.6505601109186667
1.2622500752359673,2,0.044,61.0,0.010204081632653073,3.0829452999653
1.5778125940449592,0,0.055,54.75,0.02288146441372249,3.9134572729867654
1.5778125940449592,1,0.055,68.25,0.033456478054584154,3.3739210476959625
1.5778125940449592,2,0.055,61.5,0.010204081632653073,3.2195578761849637
2.4958126487620262,0,0.087,64.25,0.027069667471781633,3.3448251836669978
2.4958126487620262,1,0.087,67.75,0.037224288374229225,3.360258489942151
2.4958126487620262,2,0.087,64.5,0.0317592790540874,3.484855372578152
3.758062723997994,0,0.131,63.25,0.0393882022439897,3.4713925730133646
3.758062723997994,1,0.131,60.0,0.06357672524424571,3.3282134925369564
3.758062723997994,2,0.131,63.0,0.03147546897546896,2.9407301386796405
5.651437836851945,0,0.197,62.5,0.021955440190352588,3.4652886875086426
5.651437836851945,1,0.197,54.0,0.015660165041260304,3.623267903245548
5.651437836851945,2,0.197,67.25,0.05349317349317351,3.356446970784193
8.14725048561397,0,0.284,68.0,0.05526044898784885,4.290903461699655
8.14725048561397,1,0.284,73.5,0.031270400835618245,4.600515586468925
8.14725048561397,2,0.284,70.25,0.045077700954059635,3.9924758117485357
