layer,layer_pos,seed,dir_norm,resid_norm,coeff,alpha_norm,effect,repetition,ppl
1,1,0,1.000000238418579,29.5625,1.300749689877107,0.044,70.75,0.054668766529532786,3.2748616244540774
1,1,1,1.000000238418579,29.5625,1.300749689877107,0.044,72.25,0.05921645314414048,2.8854761064833268
1,1,2,1.000000238418579,29.5625,1.300749689877107,0.044,67.5,0.06462792608625942,3.4141241059360588
2,2,0,1.0,30.34375,1.335125,0.044,72.5,0.02670953050699887,2.4508575165824316
2,2,1,1.0,30.34375,1.335125,0.044,64.75,0.011363636363636354,3.0143200706977678
2,2,2,1.0,30.34375,1.335125,0.044,66.0,0.019166666666666693,2.7948568820192876
3,3,0,0.9999998211860657,31.15625,1.370875245131596,0.044,68.0,0.04918669512657556,2.6394113885611263
3,3,1,0.9999998211860657,31.15625,1.370875245131596,0.044,68.75,0.03405142216617629,2.679628930415511
3,3,2,0.9999998211860657,31.15625,1.370875245131596,0.044,67.5,0.03884535472657519,2.887753712030358
4,4,0,0.9999997615814209,32.125,1.4135003370047419,0.044,73.75,0.035521631261681036,2.8299130981838974
4,4,1,0.9999997615814209,32.125,1.4135003370047419,0.044,70.0,0.046146876014999866,2.8186535514665088
4,4,2,0.9999997615814209,32.125,1.4135003370047419,0.044,70.5,0.028436657681940702,2.8340786833662146
5,5,0,0.9999998211860657,32.71875,1.439625257425056,0.044,68.5,0.04217431447385747,2.750818164672411
5,5,1,0.9999998211860657,32.71875,1.439625257425056,0.044,67.0,0.03311470487302676,2.7806865534752614
5,5,2,0.9999998211860657,32.71875,1.439625257425056,0.044,72.75,0.029342732663896587,2.7087584444798334
6,6,0,1.0000001192092896,33.4375,1.4712498246133536,0.044,67.5,0.02988930084074204,2.522764379335215
6,6,1,1.0000001192092896,33.4375,1.4712498246133536,0.044,64.75,0.022087813620071672,2.7056229640640517
6,6,2,1.0000001192092896,33.4375,1.4712498246133536,0.044,67.75,0.035098355034489576,2.550779038219709
7,7,0,1.0,34.1875,1.5042499999999999,0.044,69.5,0.029920509342977686,2.7233781733880433
7,7,1,1.0,34.1875,1.5042499999999999,0.044,68.25,0.02844449853943526,2.807795412229411
7,7,2,1.0,34.1875,1.5042499999999999,0.044,71.25,0.03656368876404881,2.5369888717435876
8,8,0,1.0,34.78125,1.5303749999999998,0.044,69.25,0.020039285492678055,2.4779179190339997
8,8,1,1.0,34.78125,1.5303749999999998,0.044,67.25,0.036767052392052385,2.7187399380287838
8,8,2,1.0,34.78125,1.5303749999999998,0.044,68.75,0.038374357673525455,2.85325274856204
